feeder,band,band_priority,committed_hours_per_day,primary_business_units,cap_oct,cap_nov,cap_dec,cap_mean,cap_total_q4,cap_for_weight,cap_imputed_flag,demand_weight,avg_interruptions_per_day,avg_interruption_duration_hours,avg_response_time_calls_hours,avg_response_time_complaints_hours,in_myto,in_caps_oct,in_caps_nov,in_caps_dec,months_present,band_myto,band_oct,business_units_oct,n_bus_oct,band_nov,business_units_nov,n_bus_nov,band_dec,business_units_dec,n_bus_dec
11-AyetoroINJ-T1-Itele,C,3,13.0,AKOWONJO BU,334.0,344.0,352.0,343.3333333333333,1030.0,343.3333333333333,False,0.0013847726497220405,6.72,7.594166666666666,0.016666666666666666,7.594166666666666,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AyoboINJ-T1-Ayobo,C,3,13.0,AKOWONJO BU,344.0,354.0,362.0,353.3333333333333,1060.0,353.3333333333333,False,0.0014251058336945271,6.72,8.518611111111111,0.016666666666666666,8.518611111111111,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AyoboINJ-T1-Ikola,C,3,13.0,AKOWONJO BU,293.0,302.0,309.0,301.3333333333333,904.0,301.3333333333333,False,0.0012153732770375967,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-BeckleyINJ-T1-Agbe road,C,3,13.0,ABULE-EGBA BU,323.0,332.0,339.0,331.3333333333333,994.0,331.3333333333333,False,0.0013363728289550567,6.72,7.8275,0.016666666666666666,7.8275,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-BeckleyINJ-T1-Beckley,C,3,13.0,ABULE-EGBA BU,503.0,518.0,529.0,516.6666666666666,1550.0,516.6666666666666,False,0.0020838811719118087,6.72,8.283333333333333,0.016666666666666666,8.283333333333333,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-BolorunpeluINJ-T1-Idimu,C,3,13.0,OSHODI BU,352.0,362.0,370.0,361.3333333333333,1084.0,361.3333333333333,False,0.0014573723808725164,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-BolorunpeluINJ-T1-Isijola,C,3,13.0,OSHODI BU,348.0,358.0,366.0,357.3333333333333,1072.0,357.3333333333333,False,0.0014412391072835219,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-BolorunpeluINJ-T3-Liasu,C,3,13.0,OSHODI BU,355.0,366.0,374.0,365.0,1095.0,365.0,False,0.0014721612149957617,6.72,6.51,0.016666666666666666,6.51,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T2-General Hospital,C,3,13.0,OSHODI BU,280.0,288.0,294.0,287.3333333333333,862.0,287.3333333333333,False,0.0011589068194761156,6.72,6.55,0.016666666666666666,6.55,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgbobiINJ-T1-Military,C,3,13.0,SHOMOLU BU,658.0,678.0,693.0,676.3333333333334,2029.0,676.3333333333334,False,0.002727867676005845,6.72,13.952222222222222,0.016666666666666666,13.952222222222222,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-IgbobiINJ-T2-Orthopaedic,C,3,13.0,SHOMOLU BU,645.0,665.0,679.0,663.0,1989.0,663.0,False,0.002674090097375863,5.72,5.5841666666666665,0.016666666666666666,5.5841666666666665,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-IgbogboINJ-T2-Agbele,C,3,13.0,IKORODU BU,264.0,272.0,278.0,271.3333333333333,814.0,271.3333333333333,False,0.001094373725120137,5.72,13.732222222222223,0.016666666666666666,13.732222222222223,True,True,True,True,3,C,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-IgbogboINJ-T2-Odofin,C,3,13.0,IKORODU BU,255.0,262.0,268.0,261.6666666666667,785.0,261.6666666666667,False,0.0010553849806134,5.72,7.512777777777778,0.016666666666666666,7.512777777777778,True,True,True,True,3,C,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-Ijaiye OjokoroINJ-T1- Abeokuta Express,C,3,12.0,ABULE-EGBA BU;AKOWONJO BU,,,499.0,499.0,499.0,499.0,False,0.0020126258802270823,,,,,False,False,False,True,1,,,,,,,,C,ABULE-EGBA BU;AKOWONJO BU,2.0
11-Ijaiye OjokoroINJ-T1- Jankara,C,3,12.0,ABULE-EGBA BU,,,342.0,342.0,342.0,342.0,False,0.0013793948918590425,,,,,False,False,False,True,1,,,,,,,,C,ABULE-EGBA BU,1.0
11-Ijaiye OjokoroINJ-T1-Abeokuta Express,C,3,13.0,ABULE-EGBA BU;AKOWONJO BU,474.0,488.0,,481.0,962.0,481.0,False,0.0019400261490766066,6.72,16.79527777777778,0.016666666666666666,16.79527777777778,True,True,True,False,2,C,C,ABULE-EGBA BU;AKOWONJO BU,2.0,C,ABULE-EGBA BU;AKOWONJO BU,2.0,,,
11-Ijaiye OjokoroINJ-T1-Agbado 2,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,6.72,5.835277777777778,0.016666666666666666,5.835277777777778,True,False,False,False,0,C,,,,,,,,,
11-Ijaiye OjokoroINJ-T1-Jankara,C,3,13.0,ABULE-EGBA BU,325.0,335.0,,330.0,660.0,330.0,False,0.0013309950710920584,6.72,9.617222222222223,0.016666666666666666,9.617222222222223,True,True,True,False,2,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,,,
11-Ijaiye OjokoroINJ-T2- Agbado 2,C,3,12.0,ABULE-EGBA BU,,,264.0,264.0,264.0,264.0,False,0.0010647960568736469,,,,,False,False,False,True,1,,,,,,,,C,ABULE-EGBA BU,1.0
11-Ijaiye OjokoroINJ-T2-Agbado 2,C,3,12.0,ABULE-EGBA BU,251.0,259.0,,255.0,510.0,255.0,False,0.0010284961912984088,,,,,False,True,True,False,2,,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,,,
11-IjegunINJ-T1-Obalagbe,C,3,13.0,OSHODI BU,230.0,237.0,242.0,236.33333333333334,709.0,236.33333333333334,False,0.0009532075812164339,6.72,10.495277777777776,0.016666666666666666,10.495277777777776,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IjuINJ-T1-Asore,C,3,13.0,ABULE-EGBA BU,343.0,353.0,360.0,352.0,1056.0,352.0,False,0.001419728075831529,5.72,8.631111111111112,0.016666666666666666,8.631111111111112,True,True,True,True,3,C,B,ABULE-EGBA BU,1.0,B,ABULE-EGBA BU,1.0,B,ABULE-EGBA BU,1.0
11-IjuINJ-T1-Grailand,C,3,13.0,ABULE-EGBA BU,354.0,364.0,372.0,363.3333333333333,1090.0,363.3333333333333,False,0.001465439017667014,5.72,7.579166666666667,0.016666666666666666,7.579166666666667,True,True,True,True,3,C,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0
11-IjuINJ-T2-Agbado 1,C,3,13.0,ABULE-EGBA BU,253.0,260.0,266.0,259.6666666666667,779.0,259.6666666666667,False,0.0010473183438189026,6.72,8.071111111111112,0.016666666666666666,8.071111111111112,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-IjuINJ-T2-Ishaga,C,3,13.0,ABULE-EGBA BU,398.0,410.0,419.0,409.0,1227.0,409.0,False,0.0016496272244747028,6.72,7.093055555555555,0.016666666666666666,7.093055555555555,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-IlapoINJ-T1-Ilapo,C,3,13.0,AKOWONJO BU,263.0,271.0,277.0,270.3333333333333,811.0,270.3333333333333,False,0.0010903404067228882,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-IlupejuINJ-T3-L & K,C,3,13.0,OSHODI BU,591.0,609.0,622.0,607.3333333333334,1822.0,607.3333333333334,False,0.002449568706595688,5.72,8.746666666666666,0.016666666666666666,8.746666666666666,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-IlupejuLocal-T1-Industrial,C,3,12.0,SHOMOLU BU,855.0,881.0,900.0,878.6666666666666,2636.0,878.6666666666666,False,0.003543942431715824,,,,,False,True,True,True,3,,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-Ipakodo (Ebute)INJ-T1- Ipakodo,C,3,12.0,IKORODU BU,,,406.0,406.0,406.0,406.0,False,0.0016375272692829568,,,,,False,False,False,True,1,,,,,,,,C,IKORODU BU,1.0
11-Ipakodo (Ebute)INJ-T1- WAEC,C,3,12.0,IKORODU BU,,,398.0,398.0,398.0,398.0,False,0.0016052607221049675,,,,,False,False,False,True,1,,,,,,,,C,IKORODU BU,1.0
11-Ipakodo (Ebute)INJ-T1-WAEC,C,3,13.0,IKORODU BU,378.0,390.0,,384.0,768.0,384.0,False,0.0015487942645434863,6.72,10.238888888888889,0.016666666666666666,10.238888888888889,True,True,True,False,2,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,,,
11-ItireINJ-T1-Ademulegun,C,3,13.0,OSHODI BU,420.0,433.0,442.0,431.6666666666667,1295.0,431.6666666666667,False,0.0017410491081456725,6.72,12.7825,0.016666666666666666,12.7825,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-ItireINJ-T3-Ago,C,3,13.0,OSHODI BU,615.0,633.0,647.0,631.6666666666666,1895.0,631.6666666666666,False,0.002547712787595405,5.72,11.298055555555555,0.016666666666666666,11.298055555555555,True,True,True,True,3,C,A,OSHODI BU,1.0,A,OSHODI BU,1.0,A,OSHODI BU,1.0
11-ItireINJ-T3-Apena,C,3,13.0,OSHODI BU,447.0,461.0,470.0,459.3333333333333,1378.0,459.3333333333333,False,0.0018526375838028855,6.72,8.414444444444445,0.016666666666666666,8.414444444444445,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-LambeINJ-T1-Jolasco,C,3,13.0,ABULE-EGBA BU,272.0,280.0,286.0,279.3333333333333,838.0,279.3333333333333,False,0.0011266402722981263,5.72,5.5616666666666665,0.016666666666666666,5.5616666666666665,True,True,True,True,3,C,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0
11-LambeINJ-T1-Matogun,C,3,13.0,ABULE-EGBA BU,292.0,300.0,307.0,299.6666666666667,899.0,299.6666666666667,False,0.0012086510797088492,6.72,7.4863888888888885,0.016666666666666666,7.4863888888888885,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-LambeINJ-T1-Olambe,C,3,13.0,ABULE-EGBA BU,316.0,325.0,332.0,324.3333333333333,973.0,324.3333333333333,False,0.001308139600174316,6.72,7.4863888888888885,0.016666666666666666,7.4863888888888885,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-MarylandINJ-T3-Ikosi,C,3,13.0,SHOMOLU BU,547.0,563.0,575.0,561.6666666666666,1685.0,561.6666666666666,False,0.0022653804997879983,5.72,10.744444444444444,0.016666666666666666,10.744444444444444,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-MongoroINJ-T1-Sule,C,3,13.0,AKOWONJO BU,343.0,354.0,361.0,352.6666666666667,1058.0,352.6666666666667,False,0.0014224169547630283,6.72,7.689444444444445,0.016666666666666666,7.689444444444445,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-MushinINJ-Aswani,C,3,13.0,OSHODI BU,525.0,541.0,552.0,539.3333333333334,1618.0,539.3333333333334,False,0.002175303055582779,5.72,10.161944444444444,0.016666666666666666,10.161944444444444,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-MushinINJ-T1-Mushin,C,3,13.0,SHOMOLU BU,326.0,335.0,343.0,334.6666666666667,1004.0,334.6666666666667,False,0.0013498172236125524,6.72,12.130277777777778,0.016666666666666666,12.130277777777778,True,True,True,True,3,C,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0
11-MushinINJ-T1-Mushin 2,C,3,13.0,SHOMOLU BU,297.0,306.0,312.0,305.0,915.0,305.0,False,0.001230162111160842,6.72,10.2,0.016666666666666666,10.2,True,True,True,True,3,C,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0
11-New GowonINJ-T1-Kuwait,C,3,13.0,AKOWONJO BU,347.0,358.0,365.0,356.6666666666667,1070.0,356.6666666666667,False,0.0014385502283520229,6.72,8.5025,0.016666666666666666,8.5025,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-New GowonINJ-T1-Unity,C,3,13.0,AKOWONJO BU,516.0,532.0,543.0,530.3333333333334,1591.0,530.3333333333334,False,0.0021390031900075405,6.72,6.4,0.016666666666666666,6.4,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-New OworoINJ-T1-Finbars,C,3,13.0,SHOMOLU BU,540.0,557.0,569.0,555.3333333333334,1666.0,555.3333333333334,False,0.0022398361499387574,5.72,8.45722222222222,0.016666666666666666,8.45722222222222,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-New OworoINJ-T1-Odunsi,C,3,13.0,SHOMOLU BU,477.0,491.0,502.0,490.0,1470.0,490.0,False,0.0019763260146518444,5.72,7.0777777777777775,0.016666666666666666,7.0777777777777775,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-OdogunyanINJ-T1- Industrial,C,3,12.0,IKORODU BU,,,394.0,394.0,394.0,394.0,False,0.001589127448515973,,,,,False,False,False,True,1,,,,,,,,C,IKORODU BU,1.0
11-OdogunyanINJ-T1-Industrial,C,3,13.0,IKORODU BU,374.0,385.0,,379.5,759.0,379.5,False,0.0015306443317558672,5.72,7.169722222222222,0.016666666666666666,7.169722222222222,True,True,True,False,2,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,,,
11-OdogunyanINJ-T2- Cantoment,C,3,12.0,IKORODU BU,,,383.0,383.0,383.0,383.0,False,0.0015447609461462376,,,,,False,False,False,True,1,,,,,,,,C,IKORODU BU,1.0
11-OdogunyanINJ-T2-Cantoment,C,3,12.0,IKORODU BU,364.0,375.0,,369.5,739.0,369.5,False,0.0014903111477833806,,,,,False,True,True,False,2,,C,IKORODU BU,1.0,C,IKORODU BU,1.0,,,
11-OdogunyanINJ-T2-Cantonment,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,5.72,12.195,0.016666666666666666,12.195,True,False,False,False,0,C,,,,,,,,,
11-OdogunyanINJ-T2-Ita Oluwo,C,3,13.0,IKORODU BU,372.0,383.0,392.0,382.3333333333333,1147.0,382.3333333333333,False,0.0015420720672147383,5.72,4.216666666666667,0.016666666666666666,4.216666666666667,True,True,True,True,3,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-OgbaINJ-T1-Isokoko,C,3,13.0,IKEJA BU,796.0,820.0,838.0,818.0,2454.0,818.0,False,0.0032992544489494056,5.72,9.729722222222222,0.016666666666666666,9.729722222222222,True,True,True,True,3,C,C,IKEJA BU,1.0,C,IKEJA BU,1.0,C,IKEJA BU,1.0
11-OgbaINJ-T2-Agege,C,3,13.0,IKEJA BU,776.0,799.0,816.0,797.0,2391.0,797.0,False,0.0032145547626071837,5.72,12.939722222222223,0.016666666666666666,12.939722222222223,True,True,True,True,3,C,C,IKEJA BU,1.0,C,IKEJA BU,1.0,C,IKEJA BU,1.0
11-OguduINJ-T2-Oriola,C,3,13.0,SHOMOLU BU,534.0,550.0,562.0,548.6666666666666,1646.0,548.6666666666666,False,0.002212947360623766,6.72,9.316944444444443,0.016666666666666666,9.316944444444443,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-OguduINJ-T3-Balogun,C,3,13.0,SHOMOLU BU,504.0,519.0,530.0,517.6666666666666,1553.0,517.6666666666666,False,0.0020879144903090574,6.72,10.29888888888889,0.016666666666666666,10.29888888888889,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-OjoduINJ-T1-Alagbole,C,3,13.0,IKEJA BU,672.0,692.0,707.0,690.3333333333334,2071.0,690.3333333333334,False,0.0027843341335673268,5.72,4.947777777777778,0.016666666666666666,4.947777777777778,True,True,True,True,3,C,C,IKEJA BU,1.0,C,IKEJA BU,1.0,C,IKEJA BU,1.0
11-OjoduINJ-T1-King Avenue,C,3,13.0,IKEJA BU,744.0,766.0,782.0,764.0,2292.0,764.0,False,0.0030814552554979777,5.72,4.645,0.016666666666666666,4.645,True,True,True,True,3,C,C,IKEJA BU,1.0,C,IKEJA BU,1.0,C,IKEJA BU,1.0
11-Oke AfaINJ-T1-Bucknor,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,C,,,,,,,,,
11-Oke AfaINJ-T1-Ire-Akari,C,3,13.0,OSHODI BU,366.0,377.0,385.0,376.0,1128.0,376.0,False,0.001516527717365497,6.72,3.2441666666666666,0.016666666666666666,3.2441666666666666,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-Oke AfaINJ-T2-Ilamoshe,C,3,13.0,OSHODI BU,351.0,362.0,370.0,361.0,1083.0,361.0,False,0.0014560279414067671,6.72,9.554444444444446,0.016666666666666666,9.554444444444446,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-Oke AfaINJ-T3-Bungalow,C,3,13.0,OSHODI BU,261.0,269.0,274.0,268.0,804.0,268.0,False,0.0010809293304626414,6.72,24.360555555555557,0.016666666666666666,24.360555555555557,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-Ope IluINJ-T1-Aboro,C,3,13.0,ABULE-EGBA BU;IKEJA BU,392.0,404.0,412.0,402.6666666666667,1208.0,402.6666666666667,False,0.0016240828746254615,6.72,7.684444444444445,0.016666666666666666,7.684444444444445,True,True,True,True,3,C,C,ABULE-EGBA BU;IKEJA BU,2.0,C,ABULE-EGBA BU;IKEJA BU,2.0,C,ABULE-EGBA BU;IKEJA BU,2.0
11-Ope IluINJ-T1-Adiyan,C,3,13.0,ABULE-EGBA BU,234.0,241.0,246.0,240.33333333333334,721.0,240.33333333333334,False,0.0009693408548054285,6.72,8.348055555555556,0.016666666666666666,8.348055555555556,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-OworoINJ-T2-Ladilak,C,3,12.0,SHOMOLU BU,566.0,583.0,595.0,581.3333333333334,1744.0,581.3333333333334,False,0.0023447024282672226,,,,,False,True,True,True,3,,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-OworoINJ-T2-Pedro,C,3,13.0,SHOMOLU BU,530.0,546.0,558.0,544.6666666666666,1634.0,544.6666666666666,False,0.0021968140870347714,6.72,30.18611111111111,0.016666666666666666,30.18611111111111,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-OworoINJ-T3-Bariga,C,3,13.0,SHOMOLU BU,379.0,390.0,398.0,389.0,1167.0,389.0,False,0.0015689608565297296,6.72,6.391111111111112,0.016666666666666666,6.391111111111112,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-OwutuINJ-T1-Ori Okuta,C,3,13.0,IKORODU BU,352.0,363.0,371.0,362.0,1086.0,362.0,False,0.0014600612598040157,6.72,5.622222222222223,0.016666666666666666,5.622222222222223,True,True,True,True,3,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-SaboINJ-T1-Ayangburen,C,3,13.0,IKORODU BU,447.0,461.0,470.0,459.3333333333333,1378.0,459.3333333333333,False,0.0018526375838028855,5.72,5.964722222222222,0.016666666666666666,5.964722222222222,True,True,True,True,3,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-SaboINJ-T1-Lagos Road,C,3,12.0,IKORODU BU,355.0,365.0,373.0,364.3333333333333,1093.0,364.3333333333333,False,0.0014694723360642625,,,,,False,True,True,True,3,,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-SaboINJ-T1-Lasunwon,C,3,13.0,IKORODU BU;OSHODI BU,760.0,784.0,800.0,781.3333333333334,2344.0,781.3333333333334,False,0.0031513661077169548,5.72,6.16,0.016666666666666666,6.16,True,True,True,True,3,C,C,IKORODU BU;OSHODI BU,2.0,C,IKORODU BU;OSHODI BU,2.0,C,IKORODU BU;OSHODI BU,2.0
11-SaboINJ-T1-Mary Hill,C,3,13.0,IKORODU BU,445.0,459.0,468.0,457.3333333333333,1372.0,457.3333333333333,False,0.0018445709470083882,5.72,4.452500000000001,0.016666666666666666,4.452500000000001,True,True,True,True,3,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-SaboINJ-T2-Eyita,C,3,13.0,IKORODU BU,455.0,469.0,478.0,467.3333333333333,1402.0,467.3333333333333,False,0.0018849041309808748,5.72,7.58,0.016666666666666666,7.58,True,True,True,True,3,C,B,IKORODU BU,1.0,B,IKORODU BU,1.0,B,IKORODU BU,1.0
11-SaboINJ-T2-Lagos Road,C,3,13.0,IKORODU BU,405.0,417.0,426.0,416.0,1248.0,416.0,False,0.0016778604532554434,5.72,9.289166666666667,0.016666666666666666,9.289166666666667,True,True,True,True,3,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-SaboINJ-T2-Lasunwon,C,3,12.0,IKORODU BU,397.0,409.0,418.0,408.0,1224.0,408.0,False,0.0016455939060774543,,,,,False,True,True,True,3,,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-ShashaINJ-T1-Foursquare,C,3,13.0,AKOWONJO BU,352.0,363.0,370.0,361.6666666666667,1085.0,361.6666666666667,False,0.0014587168203382662,6.72,8.002222222222223,0.016666666666666666,8.002222222222223,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-ShashaINJ-T1-Oguntade,C,3,13.0,AKOWONJO BU,373.0,385.0,393.0,383.6666666666667,1151.0,383.6666666666667,False,0.0015474498250777368,6.72,5.721666666666667,0.016666666666666666,5.721666666666667,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-WasimiINJ-T1-Akanimodo,C,3,13.0,SHOMOLU BU,482.0,496.0,507.0,495.0,1485.0,495.0,False,0.0019964926066380877,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-WasimiINJ-T1-Araromi,C,3,13.0,SHOMOLU BU,697.0,718.0,734.0,716.3333333333334,2149.0,716.3333333333334,False,0.002889200411895792,5.72,4.352222222222222,0.016666666666666666,4.352222222222222,True,True,True,True,3,C,B,SHOMOLU BU,1.0,B,SHOMOLU BU,1.0,B,SHOMOLU BU,1.0
11-WasimiINJ-T2-Agidi,C,3,13.0,SHOMOLU BU,517.0,533.0,544.0,531.3333333333334,1594.0,531.3333333333334,False,0.0021430365084047893,5.72,8.229166666666666,0.016666666666666666,8.229166666666666,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
