feeder,band,band_priority,committed_hours_per_day,primary_business_units,cap_oct,cap_nov,cap_dec,cap_mean,cap_total_q4,cap_for_weight,cap_imputed_flag,demand_weight,avg_interruptions_per_day,avg_interruption_duration_hours,avg_response_time_calls_hours,avg_response_time_complaints_hours,in_myto,in_caps_oct,in_caps_nov,in_caps_dec,months_present,band_myto,band_oct,business_units_oct,n_bus_oct,band_nov,business_units_nov,n_bus_nov,band_dec,business_units_dec,n_bus_dec
11-WasimiINJ-T2-Wasimi,C,3,13.0,SHOMOLU BU,386.0,397.0,406.0,396.3333333333333,1189.0,396.3333333333333,False,0.0015985385247762197,6.72,8.789444444444444,0.016666666666666666,8.789444444444444,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-YidiINJ-T1-Osoba,C,3,13.0,ABULE-EGBA BU,290.0,299.0,305.0,298.0,894.0,298.0,False,0.0012019288823801014,6.72,7.531944444444444,0.016666666666666666,7.531944444444444,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-YusufINJ-T1-Akera,C,3,12.0,ABULE-EGBA BU;OSHODI BU,539.0,554.0,566.0,553.0,1659.0,553.0,False,0.00223042507367851,,,,,False,True,True,True,3,,C,ABULE-EGBA BU;OSHODI BU,2.0,C,ABULE-EGBA BU;OSHODI BU,2.0,C,ABULE-EGBA BU;OSHODI BU,2.0
11-YusufINJ-T1-Yusuf,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,5.72,6.218888888888889,0.016666666666666666,6.218888888888889,True,False,False,False,0,C,,,,,,,,,
11-YusufINJ-T2-Agbefa,C,3,13.0,AKOWONJO BU,248.0,256.0,261.0,255.0,765.0,255.0,False,0.0010284961912984088,6.72,7.701388888888889,0.016666666666666666,7.701388888888889,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-YusufINJ-T2-Akera,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,6.72,13.951388888888888,0.016666666666666666,13.951388888888888,True,False,False,False,0,C,,,,,,,,,
11-YusufINJ-T2-Yusuf,C,3,12.0,ABULE-EGBA BU,314.0,323.0,330.0,322.3333333333333,967.0,322.3333333333333,False,0.0013000729633798186,,,,,False,True,True,True,3,,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
33-AyoboTCN-AYOBO,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,6.72,4.319999999999999,0.016666666666666666,4.319999999999999,True,False,False,False,0,C,,,,,,,,,
33-IkoroduTCN-IBESHE,C,3,13.0,IKORODU BU,437.0,450.0,459.0,448.6666666666667,1346.0,448.6666666666667,False,0.0018096155208988998,1.69,7.919166666666667,0.016666666666666666,7.919166666666667,True,True,True,True,3,C,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
33-Oke-AroTCN-AKUTE,C,3,13.0,ABULE-EGBA BU;IKEJA BU;SHOMOLU BU,929.0,958.0,977.0,954.6666666666666,2864.0,954.6666666666666,False,0.0038504746299067227,6.72,12.18,0.016666666666666666,12.18,True,True,True,True,3,C,D,ABULE-EGBA BU;IKEJA BU;SHOMOLU BU,3.0,D,ABULE-EGBA BU;IKEJA BU;SHOMOLU BU,3.0,D,ABULE-EGBA BU;IKEJA BU;SHOMOLU BU,3.0
11-AbesanINJ-T1-Aboru,D,2,9.0,AKOWONJO BU;IKEJA BU,436.0,449.0,458.0,447.6666666666667,1343.0,447.6666666666667,False,0.001805582202501651,6.72,12.942777777777778,0.016666666666666666,12.942777777777778,True,True,True,True,3,D,D,AKOWONJO BU;IKEJA BU,2.0,D,AKOWONJO BU;IKEJA BU,2.0,D,AKOWONJO BU;IKEJA BU,2.0
11-AgegeINJ-T2-Orile Agege,D,2,9.0,AKOWONJO BU,380.0,391.0,399.0,390.0,1170.0,390.0,False,0.0015729941749269782,6.72,5.939444444444445,0.016666666666666666,5.939444444444445,True,True,True,True,3,D,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AgegeINJ-T2-Power Line,D,2,9.0,AKOWONJO BU,296.0,305.0,312.0,304.3333333333333,913.0,304.3333333333333,False,0.0012274732322293427,6.72,5.076111111111111,0.016666666666666666,5.076111111111111,True,True,True,True,3,D,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-AlasiaINJ-T1-Alasia,D,2,9.0,OSHODI BU,428.0,441.0,450.0,439.6666666666667,1319.0,439.6666666666667,False,0.0017733156553236618,6.72,9.95,0.016666666666666666,9.95,True,True,True,True,3,D,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-AlasiaINJ-T1-Council,D,2,9.0,OSHODI BU,347.0,358.0,365.0,356.6666666666667,1070.0,356.6666666666667,False,0.0014385502283520229,6.72,5.250555555555556,0.016666666666666666,5.250555555555556,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-AlasiaINJ-T1-Owoseni,D,2,9.0,OSHODI BU,420.0,433.0,442.0,431.6666666666667,1295.0,431.6666666666667,False,0.0017410491081456725,6.72,5.295277777777778,0.016666666666666666,5.295277777777778,True,True,True,True,3,D,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-AmuwoINJ-T1-Ijesha Express,D,2,9.0,OSHODI BU,357.0,368.0,375.0,366.6666666666667,1100.0,366.6666666666667,False,0.0014788834123245095,6.72,14.809166666666668,0.016666666666666666,14.809166666666668,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-AmuwoINJ-T1-Old Ojo Road,D,2,9.0,OSHODI BU,253.0,261.0,267.0,260.3333333333333,781.0,260.3333333333333,False,0.0010500072227504016,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-BolorunpeluINJ-T1- Abaranje,D,2,8.0,OSHODI BU,,,242.0,242.0,242.0,242.0,False,0.0009760630521341762,,,,,False,False,False,True,1,,,,,,,,D,OSHODI BU,1.0
11-BolorunpeluINJ-T1-Abaranje,D,2,9.0,OSHODI BU,230.0,237.0,,233.5,467.0,233.5,False,0.0009417798457575626,6.72,11.167499999999999,0.016666666666666666,11.167499999999999,True,True,True,False,2,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,,,
11-CeleINJ-Adeshina,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,D,,,,,,,,,
11-EkoroINJ-T1-Ajasa,D,2,9.0,AKOWONJO BU,270.0,279.0,285.0,278.0,834.0,278.0,False,0.001121262514435128,6.72,12.18,0.016666666666666666,12.18,True,True,True,True,3,D,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-EkoroINJ-T1-Ekoro,D,2,8.0,AKOWONJO BU,292.0,301.0,307.0,300.0,900.0,300.0,False,0.0012099955191745987,,,,,False,True,True,True,3,,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-EkoroINJ-T1-Oke Odo,D,2,9.0,AKOWONJO BU,382.0,393.0,402.0,392.3333333333333,1177.0,392.3333333333333,False,0.001582405251187225,6.72,10.353333333333333,0.016666666666666666,10.353333333333333,True,True,True,True,3,D,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-EkoroINJ-T2-Agbele,D,2,9.0,AKOWONJO BU,284.0,292.0,298.0,291.3333333333333,874.0,291.3333333333333,False,0.0011750400930651101,6.72,4.0633333333333335,0.016666666666666666,4.0633333333333335,True,True,True,True,3,D,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-EkoroINJ-T2-Ekoro,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,D,,,,,,,,,
11-EkoroINJ-T2-Olota,D,2,9.0,AKOWONJO BU,281.0,289.0,296.0,288.6666666666667,866.0,288.6666666666667,False,0.0011642845773391138,6.72,5.431666666666667,0.016666666666666666,5.431666666666667,True,True,True,True,3,D,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-IgandoINJ-T1-Egan,D,2,9.0,OSHODI BU,182.0,187.0,191.0,186.66666666666666,560.0,186.66666666666666,False,0.0007528861008197503,6.72,12.454722222222221,0.016666666666666666,12.454722222222221,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T1-New Igando,D,2,9.0,OSHODI BU,220.0,227.0,232.0,226.33333333333334,679.0,226.33333333333334,False,0.0009128743972439472,6.72,8.427222222222222,0.016666666666666666,8.427222222222222,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T1-Obadore,D,2,9.0,OSHODI BU,230.0,237.0,242.0,236.33333333333334,709.0,236.33333333333334,False,0.0009532075812164339,6.72,5.35,0.016666666666666666,5.35,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T2-Agric Road,D,2,9.0,OSHODI BU,178.0,183.0,187.0,182.66666666666666,548.0,182.66666666666666,False,0.0007367528272307556,6.72,16.616666666666667,0.016666666666666666,16.616666666666667,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T2-Akesan,D,2,9.0,OSHODI BU,230.0,237.0,242.0,236.33333333333334,709.0,236.33333333333334,False,0.0009532075812164339,6.72,9.116111111111111,0.016666666666666666,9.116111111111111,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T2-Ikotun Igando,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,D,,,,,,,,,
11-IgbogboINJ-T1-Bayeku,D,2,9.0,IKORODU BU,179.0,185.0,188.0,184.0,552.0,184.0,False,0.0007421305850937539,6.72,392.69472222222225,0.016666666666666666,392.69472222222225,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-IgbogboINJ-T1-Ofin,D,2,9.0,IKORODU BU,265.0,274.0,279.0,272.6666666666667,818.0,272.6666666666667,False,0.0010997514829831352,5.72,9.499722222222221,0.016666666666666666,9.499722222222221,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-IjedeINJ-T1-Gberibe,D,2,9.0,IKORODU BU,190.0,196.0,200.0,195.33333333333334,586.0,195.33333333333334,False,0.0007878415269292387,5.72,9.341666666666667,0.016666666666666666,9.341666666666667,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-IjedeINJ-T1-Luwasa,D,2,9.0,IKORODU BU,208.0,215.0,219.0,214.0,642.0,214.0,False,0.0008631301370112137,6.72,8.098055555555556,0.016666666666666666,8.098055555555556,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-IjegunINJ-T1-Ikotun,D,2,9.0,OSHODI BU,359.0,370.0,377.0,368.6666666666667,1106.0,368.6666666666667,False,0.001486950049119007,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IjegunINJ-T1-Okerube,D,2,9.0,OSHODI BU,222.0,229.0,234.0,228.33333333333334,685.0,228.33333333333334,False,0.0009209410340384446,6.72,10.495277777777776,0.016666666666666666,10.495277777777776,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IjegunINJ-T2-Ijegun,D,2,9.0,OSHODI BU,163.0,168.0,171.0,167.33333333333334,502.0,167.33333333333334,False,0.0006749086118062762,6.72,11.337222222222223,0.016666666666666666,11.337222222222223,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IjegunINJ-T2-Isheri Oshun,D,2,9.0,OSHODI BU,213.0,219.0,224.0,218.66666666666666,656.0,218.66666666666666,False,0.0008819522895317074,6.72,14.695277777777777,0.016666666666666666,14.695277777777777,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IjegunINJ-T2-Pipeline,D,2,9.0,OSHODI BU,183.0,188.0,192.0,187.66666666666666,563.0,187.66666666666666,False,0.0007569194192169989,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-Ipakodo (Ebute)INJ-T1- Abuja,D,2,8.0,IKORODU BU,,,295.0,295.0,295.0,295.0,False,0.0011898289271883554,,,,,False,False,False,True,1,,,,,,,,D,IKORODU BU,1.0
11-Ipakodo (Ebute)INJ-T1-Abuja,D,2,9.0,IKORODU BU,280.0,289.0,,284.5,569.0,284.5,False,0.0011474790840172444,6.72,7.776111111111111,0.016666666666666666,7.776111111111111,True,True,True,False,2,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,,,
11-Ipakodo (Ebute)INJ-T1-Ipakodo,D,2,9.0,IKORODU BU,386.0,398.0,,392.0,784.0,392.0,False,0.0015810608117214756,6.72,8.404166666666667,0.016666666666666666,8.404166666666667,True,True,True,False,2,D,C,IKORODU BU,1.0,C,IKORODU BU,1.0,,,
11-IsoloLocalINJ-Abimbola,D,2,9.0,OSHODI BU,302.0,311.0,318.0,310.3333333333333,931.0,310.3333333333333,False,0.0012516731426128348,6.72,21.279999999999998,0.016666666666666666,21.279999999999998,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IsoloLocalINJ-T1-Abimbola,D,2,8.0,OSHODI BU,304.0,313.0,320.0,312.3333333333333,937.0,312.3333333333333,False,0.001259739779407332,,,,,False,True,True,True,3,,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-ItireINJ-T2-Ibalex,D,2,9.0,OSHODI BU,304.0,313.0,320.0,312.3333333333333,937.0,312.3333333333333,False,0.001259739779407332,6.72,5.261111111111111,0.016666666666666666,5.261111111111111,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-MafolukuINJ-T1-Makinde,D,2,9.0,OSHODI BU,526.0,542.0,554.0,540.6666666666666,1622.0,540.6666666666666,False,0.0021806808134457764,5.72,15.683333333333334,0.016666666666666666,15.683333333333334,True,True,True,True,3,D,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-MafolukuINJ-T1-Saubana,D,2,9.0,OSHODI BU,524.0,540.0,551.0,538.3333333333334,1615.0,538.3333333333334,False,0.00217126973718553,5.72,10.789722222222222,0.016666666666666666,10.789722222222222,True,True,True,True,3,D,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-MongoroINJ-T1-Capitol,D,2,9.0,AKOWONJO BU,362.0,373.0,381.0,372.0,1116.0,372.0,False,0.0015003944437765023,6.72,6.810833333333333,0.016666666666666666,6.810833333333333,True,True,True,True,3,D,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-New YabaINJ-T1-Fadeyi,D,2,9.0,SHOMOLU BU,278.0,287.0,293.0,286.0,858.0,286.0,False,0.0011535290616131173,6.72,7.7155555555555555,0.016666666666666666,7.7155555555555555,True,True,True,True,3,D,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0
11-New YabaINJ-T2-Jibowu,D,2,9.0,SHOMOLU BU,538.0,554.0,566.0,552.6666666666666,1658.0,552.6666666666666,False,0.0022290806342127605,6.72,12.18,0.016666666666666666,12.18,True,True,True,True,3,D,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-NitelINJ-T1-Challenge,D,2,9.0,SHOMOLU BU,331.0,341.0,348.0,340.0,1020.0,340.0,False,0.0013713282550645452,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,True,True,True,3,D,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0,D,SHOMOLU BU,1.0
11-Oke AfaINJ-T1-Ejigbo,D,2,9.0,OSHODI BU,242.0,249.0,254.0,248.33333333333334,745.0,248.33333333333334,False,0.0010016074019834178,6.72,5.778888888888889,0.016666666666666666,5.778888888888889,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-Oke AfaINJ-T3-NNPC,D,2,9.0,OSHODI BU,285.0,293.0,300.0,292.6666666666667,878.0,292.6666666666667,False,0.0011804178509281086,6.72,7.063055555555556,0.016666666666666666,7.063055555555556,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-Oke AfaINJ-T3-Ori Oke,D,2,9.0,OSHODI BU,280.0,289.0,295.0,288.0,864.0,288.0,False,0.0011615956984076148,6.72,6.251388888888889,0.016666666666666666,6.251388888888889,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-Ope iluINJ-T1-Ijoko,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,5.485555555555556,0.016666666666666666,5.485555555555556,True,False,False,False,0,D,,,,,,,,,
11-OwutuINJ-T1-Agric,D,2,9.0,IKORODU BU,261.0,269.0,275.0,268.3333333333333,805.0,268.3333333333333,False,0.001082273769928391,5.72,6.015,0.016666666666666666,6.015,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-OwutuINJ-T2-Asolo,D,2,9.0,IKORODU BU,262.0,269.0,275.0,268.6666666666667,806.0,268.6666666666667,False,0.0010836182093941406,6.72,15.645833333333332,0.016666666666666666,15.645833333333332,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-OwutuINJ-T2-Isawo,D,2,9.0,IKORODU BU,225.0,231.0,236.0,230.66666666666666,692.0,230.66666666666666,False,0.0009303521102986914,6.72,8.383333333333333,0.016666666666666666,8.383333333333333,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-OwutuINJ-T2-Majidun,D,2,9.0,IKORODU BU,379.0,391.0,399.0,389.6666666666667,1169.0,389.6666666666667,False,0.0015716497354612289,6.72,15.197777777777778,0.016666666666666666,15.197777777777778,True,True,True,True,3,D,C,IKORODU BU,1.0,C,IKORODU BU,1.0,C,IKORODU BU,1.0
11-SaboINJ-T1-Erunwen,D,2,8.0,IKORODU BU,302.0,311.0,317.0,310.0,930.0,310.0,False,0.0012503287031470852,,,,,False,True,True,True,3,,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-SaboINJ-T1-Ijebu Ode,D,2,9.0,IKORODU BU,302.0,312.0,318.0,310.6666666666667,932.0,310.6666666666667,False,0.0012530175820785845,6.72,10.239999999999998,0.016666666666666666,10.239999999999998,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-SaboINJ-T2-Erunwen,D,2,9.0,IKORODU BU,314.0,324.0,330.0,322.6666666666667,968.0,322.6666666666667,False,0.0013014174028455683,6.72,9.575,0.016666666666666666,9.575,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-SaboINJ-T2-Igbogbo,D,2,9.0,IKORODU BU,220.0,227.0,232.0,226.33333333333334,679.0,226.33333333333334,False,0.0009128743972439472,6.72,10.875833333333334,0.016666666666666666,10.875833333333334,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-SaboINJ-T2-Ladega,D,2,9.0,IKORODU BU,271.0,279.0,285.0,278.3333333333333,835.0,278.3333333333333,False,0.0011226069539008775,6.72,14.809166666666668,0.016666666666666666,14.809166666666668,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-ShashaINJ-T1-Orisunbare,D,2,9.0,AKOWONJO BU;OSHODI BU,646.0,665.0,679.0,663.3333333333334,1990.0,663.3333333333334,False,0.002675434536841613,6.72,6.3852777777777785,0.016666666666666666,6.3852777777777785,True,True,True,True,3,D,D,AKOWONJO BU;OSHODI BU,2.0,D,AKOWONJO BU;OSHODI BU,2.0,D,AKOWONJO BU;OSHODI BU,2.0
11-WasimiINJ-T1-Agiliti,D,2,9.0,SHOMOLU BU,394.0,406.0,414.0,404.6666666666667,1214.0,404.6666666666667,False,0.0016321495114199587,6.72,12.18,0.016666666666666666,12.18,True,True,True,True,3,D,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-YidiINJ-T1-Ijoko,D,2,8.0,ABULE-EGBA BU,177.0,183.0,187.0,182.33333333333334,547.0,182.33333333333334,False,0.0007354083877650061,,,,,False,True,True,True,3,,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0
11-YidiINJ-T1-Opeilu,D,2,8.0,ABULE-EGBA BU;OSHODI BU,280.0,288.0,294.0,287.3333333333333,862.0,287.3333333333333,False,0.0011589068194761156,,,,,False,True,True,True,3,,D,ABULE-EGBA BU;OSHODI BU,2.0,D,ABULE-EGBA BU;OSHODI BU,2.0,D,ABULE-EGBA BU;OSHODI BU,2.0
11-YidiINJ-T1-Opellu,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,8.068055555555555,0.016666666666666666,8.068055555555555,True,False,False,False,0,D,,,,,,,,,
33-EgbinTCN-OKE ELETU,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,D,,,,,,,,,
33-EjigboTCN-IJEGUN,D,2,9.0,OSHODI BU,312.0,322.0,329.0,321.0,963.0,321.0,False,0.0012946952055168206,6.72,6.810833333333333,0.016666666666666666,6.810833333333333,True,True,True,True,3,D,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
33-IkoroduTCN-AGBOWA,D,2,9.0,IKORODU BU,217.0,224.0,229.0,223.33333333333334,670.0,223.33333333333334,False,0.0009007744420522013,6.72,14.809166666666668,0.016666666666666666,14.809166666666668,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
33-IkoroduTCN-IJEDE,D,2,9.0,IKORODU BU,259.0,267.0,272.0,266.0,798.0,266.0,False,0.0010728626936681441,1.69,7.767222222222222,0.016666666666666666,7.767222222222222,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
33-OdogunyanTCN-AGBEDE,D,2,9.0,IKORODU BU,238.0,246.0,251.0,245.0,735.0,245.0,False,0.0009881630073259222,1.69,6.251111111111111,0.016666666666666666,6.251111111111111,True,True,True,True,3,D,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
33-OdogunyanTCN-FAKALE MAYA,D,2,9.0,,,,,,,306.41530054644807,True,0.001235870468892467,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,D,,,,,,,,,
11-EpeINJ-T1-LASU,E,1,5.0,IKORODU BU,151.0,155.0,159.0,155.0,465.0,155.0,False,0.0006251643515735426,6.72,6.0675,0.016666666666666666,6.0675,True,True,True,True,3,E,E,IKORODU BU,1.0,E,IKORODU BU,1.0,E,IKORODU BU,1.0
11-EpeINJ-T1-Township,E,1,5.0,IKORODU BU,175.0,181.0,184.0,180.0,540.0,180.0,False,0.0007259973115047592,6.72,4.440833333333334,0.016666666666666666,4.440833333333334,True,True,True,True,3,E,E,IKORODU BU,1.0,E,IKORODU BU,1.0,E,IKORODU BU,1.0
11-EpeINJ-T1-Water Works,E,1,5.0,IKORODU BU,177.0,183.0,187.0,182.33333333333334,547.0,182.33333333333334,False,0.0007354083877650061,6.72,5.052222222222222,0.016666666666666666,5.052222222222222,True,True,True,True,3,E,E,IKORODU BU,1.0,E,IKORODU BU,1.0,E,IKORODU BU,1.0
11-IlupejuINJ-T4-Army Cant.,E,1,5.0,,,,,,,172.44444444444446,True,0.0006955233502811027,6.72,6.3575,0.016666666666666666,6.3575,True,False,False,False,0,E,,,,,,,,,
